ID,Name,Age,Height,Nationality,Position,Agent,N_internacional_games,N_internacional_goals,years_left_in_contrat,Preferred_foot,Team,League,Value
167,Hernán de la Fuente,25,1.78,Argentina,Lateral Direito,SP,6,0,2,direito,FC Famalicão,Liga Portugal Bwin,1000000
168,Diogo Figueiras,31,1.69,Portugal,Lateral Direito,Promoesport,1,0,0,direito,FC Famalicão,Liga Portugal Bwin,700000
169,Dani Morer,24,1.66,Espanha,Lateral Direito,SEG,0,0,3,direito,FC Famalicão,Liga Portugal Bwin,400000
170,Gustavo Assunção,22,1.78,Brasil,Médio Defensivo,N.E.,2,0,3,direito,FC Famalicão,Liga Portugal Bwin,4500000
171,Charles Pickel,25,1.87,Suiça,Médio Defensivo,N.E.,10,1,3,direito,FC Famalicão,Liga Portugal Bwin,2500000
172,André Simões,32,1.77,Portugal,Médio Defensivo,N.E.,,,,direito,FC Famalicão,Liga Portugal Bwin,600000
173,Lawrence Ofori,24,1.81,Gana,Médio Centro,N.E.,,,2,direito,FC Famalicão,Liga Portugal Bwin,300000
174,João Neto,19,1.86,Brasil,Médio Centro,Gestifute,,,,direito,FC Famalicão,Liga Portugal Bwin,250000
175,Pedro Brazão,19,1.78,Portugal,Médio Ofensivo,LIAN Sports Group,7,1,4,esquerdo,FC Famalicão,Liga Portugal Bwin,2000000
176,David Tavares,23,1.9,Portugal,Médio Ofensivo,N.E.,4,0,4,esquerdo,FC Famalicão,Liga Portugal Bwin,500000
177,Iván Jaime,21,1.8,Espanha,Extremo Esquerdo,ICM Stellar Sports,4,1,3,direito,FC Famalicão,Liga Portugal Bwin,1000000
178,Ivo,27,1.8,Portugal,Extremo Direito,N.E.,10,4,2,direito,FC Famalicão,Liga Portugal Bwin,1500000
179,Heriberto Tavares,25,1.81,Portugal,Extremo Direito,N.E.,9,6,2,esquerdo,FC Famalicão,Liga Portugal Bwin,1200000
180,Théo Fonseca,22,1.78,Portugal,Extremo Direito,N.E.,4,0,3,direito,FC Famalicão,Liga Portugal Bwin,200000
181,Geovani,21,1.78,Brasil,Extremo Direito,TFM Agency,,,0,esquerdo,FC Famalicão,Liga Portugal Bwin,200000
182,Jhonder Cádiz,26,1.9,Venezuela,Ponta de Lança,N.E.,5,0,,direito,FC Famalicão,Liga Portugal Bwin,2500000
183,Rui Fonte,32,1.8,Portugal,Ponta de Lança,ICM Stellar Sports,22,8,2,direito,FC Famalicão,Liga Portugal Bwin,1000000
184,Pablo,18,1.84,Brasil,Ponta de Lança,N.E.,,,2,direito,FC Famalicão,Liga Portugal Bwin,300000
185,Rafael Bracali,41,1.85,Brasil,Guarda-Redes,N.E.,,,1,direito,Boavista FC,Liga Portugal Bwin,100000
186,João Gonçalves,21,1.88,Portugal,Guarda-Redes,N.E.,1,0,2,direito,Boavista FC,Liga Portugal Bwin,100000
187,Chidozie Awaziem,25,1.89,Nigéria,Defesa Central,N.E.,28,1,3,direito,Boavista FC,Liga Portugal Bwin,4000000
188,Rodrigo Abascal,28,1.9,Uruguai,Defesa Central,N.E.,,,2,esquerdo,Boavista FC,Liga Portugal Bwin,800000
189,Vincent Sasso,31,1.9,França,Defesa Central,N.E.,2,0,2,direito,Boavista FC,Liga Portugal Bwin,500000
190,Robson Reis,22,1.96,Brasil,Defesa Central,N.E.,,,1,direito,Boavista FC,Liga Portugal Bwin,150000
191,Guito,19,1.95,Portugal,Defesa Central,N.E.,,,1,direito,Boavista FC,Liga Portugal Bwin,100000
192,João Barros,19,1.79,Portugal,Defesa Central,N.E.,,,0,esquerdo,Boavista FC,Liga Portugal Bwin,0
193,Pedro Gomes,19,1.85,Portugal,Defesa Central,N.E.,,,3,direito,Boavista FC,Liga Portugal Bwin,0
194,Yanis Hamache,22,1.77,Argélia,Lateral Esquerdo,N.E.,1,0,1,esquerdo,Boavista FC,Liga Portugal Bwin,2000000
195,Ricardo Mangas,24,1.79,Portugal,Lateral Esquerdo,N.E.,8,0,2,esquerdo,Boavista FC,Liga Portugal Bwin,1500000
196,Filipe Ferreira,31,1.78,Portugal,Lateral Esquerdo,Proeleven S.A.,2,0,0,esquerdo,Boavista FC,Liga Portugal Bwin,400000
197,Reggie Cannon,24,1.8,Estados Unidos,Lateral Direito,YMU Group,26,1,3,direito,Boavista FC,Liga Portugal Bwin,4000000
198,Nathan,20,1.83,Brasil,Lateral Direito,TFM Agency,,,3,direito,Boavista FC,Liga Portugal Bwin,3000000
199,Ilija Vukotic,23,1.91,Montenegro,Médio Defensivo,N.E.,0,0,,esquerdo,Boavista FC,Liga Portugal Bwin,500000
200,Tomás Reymão,23,1.88,Portugal,Médio Defensivo,Gestifute,,,0,direito,Boavista FC,Liga Portugal Bwin,300000
201,Fran Pereira,20,1.85,Portugal,Médio Defensivo,Gestifute,,,1,direito,Boavista FC,Liga Portugal Bwin,200000
202,Seba Pérez,29,1.75,Colômbia,Médio Centro,N.E.,10,1,3,direito,Boavista FC,Liga Portugal Bwin,1500000
203,Gaius Makouta,24,1.8,Congo,Médio Centro,N.E.,14,1,2,direito,Boavista FC,Liga Portugal Bwin,1500000
204,Miguel Reisinho,23,1.84,Portugal,Médio Centro,Gestifute,1,0,3,esquerdo,Boavista FC,Liga Portugal Bwin,300000
205,Kenji Gorré,27,1.78,Curacao,Extremo Esquerdo,N.E.,7,2,1,direito,Boavista FC,Liga Portugal Bwin,700000
206,Salvador Agra,30,1.66,Portugal,Extremo Esquerdo,N.E.,8,2,2,direito,Boavista FC,Liga Portugal Bwin,500000
207,Paul-Georges Ntep,29,1.8,Camarões,Extremo Esquerdo,Sport Cover,4,1,0,direito,Boavista FC,Liga Portugal Bwin,400000
208,Tiago Morais,18,1.68,Portugal,Extremo Direito,N.E.,2,0,1,direito,Boavista FC,Liga Portugal Bwin,500000
209,Luís Santos,22,1.76,Portugal,Extremo Direito,N.E.,,,0,direito,Boavista FC,Liga Portugal Bwin,500000
210,Pedro Malheiro,21,1.79,Portugal,Extremo Direito,Gestifute,,,3,direito,Boavista FC,Liga Portugal Bwin,500000
211,Bruno Lourenço,24,1.79,Portugal,Extremo Direito,N.E.,3,0,3,esquerdo,Boavista FC,Liga Portugal Bwin,400000
212,Diego Llorente,20,1.79,Espanha,Extremo Direito,N.E.,,,1,direito,Boavista FC,Liga Portugal Bwin,50000
213,Juninho,25,1.79,Brasil,Segundo Avançado,N.E.,,,2,direito,Boavista FC,Liga Portugal Bwin,200000
214,Yusupha Njie,28,1.88,Gâmbia,Ponta de Lança,N.E.,6,0,1,,Boavista FC,Liga Portugal Bwin,800000
215,Jeriel De Santis,20,1.9,Venezuela,Ponta de Lança,N.E.,0,0,3,direito,Boavista FC,Liga Portugal Bwin,500000
216,Stanislav Kritsyuk,31,1.92,Rússia,Guarda-Redes,InterStarDeporte,2,0,,direito,Gil Vicente FC,Liga Portugal Bwin,1500000
217,Ziga Frelih,24,1.97,Eslovénia,Guarda-Redes,N.E.,0,0,,esquerdo,Gil Vicente FC,Liga Portugal Bwin,800000
218,Andrew,21,1.89,Brasil,Guarda-Redes,N.E.,,,2,,Gil Vicente FC,Liga Portugal Bwin,400000
219,Brian Araújo,22,1.89,Portugal,Guarda-Redes,N.E.,1,0,3,direito,Gil Vicente FC,Liga Portugal Bwin,200000
220,Lucas Cunha,25,1.86,Brasil,Defesa Central,D20 Sports,6,0,2,direito,Gil Vicente FC,Liga Portugal Bwin,2500000
221,Diogo Silva,27,1.87,Brasil,Defesa Central,N.E.,,,1,direito,Gil Vicente FC,Liga Portugal Bwin,200000
222,Guilherme,21,1.9,Brasil,Defesa Central,N.E.,,,3,direito,Gil Vicente FC,Liga Portugal Bwin,200000
223,Rúben Fernandes,36,1.87,Portugal,Defesa Central,Proeleven S.A.,1,0,1,direito,Gil Vicente FC,Liga Portugal Bwin,100000
224,Manuel Lopes,22,1.85,Portugal,Defesa Central,N.E.,,,,direito,Gil Vicente FC,Liga Portugal Bwin,0
225,Henrique Gomes,26,1.85,Portugal,Lateral Esquerdo,N.E.,,,0,esquerdo,Gil Vicente FC,Liga Portugal Bwin,300000
226,Lucas Barros,22,1.8,Brasil,Lateral Esquerdo,N.E.,,,3,esquerdo,Gil Vicente FC,Liga Portugal Bwin,250000
227,Emmanuel Hackman,27,1.87,Togo,Lateral Direito,N.E.,4,0,2,direito,Gil Vicente FC,Liga Portugal Bwin,500000
228,Danilo Veiga,19,1.83,Portugal,Lateral Direito,N.E.,,,,direito,Gil Vicente FC,Liga Portugal Bwin,0
229,Vitor Carvalho,25,1.83,Brasil,Médio Defensivo,TFM Agency,,,2,,Gil Vicente FC,Liga Portugal Bwin,1500000
230,Giorgi Aburjania,27,1.86,Geórgia,Médio Defensivo,Promoesport,34,1,1,,Gil Vicente FC,Liga Portugal Bwin,500000
231,Pedro Tiba,33,1.74,Portugal,Médio Centro,N.E.,0,0,2,direito,Gil Vicente FC,Liga Portugal Bwin,600000
232,João Caiado,23,1.78,Portugal,Médio Centro,N.E.,,,1,direito,Gil Vicente FC,Liga Portugal Bwin,100000
233,Kanya Fujimoto,23,1.76,Japão,Médio Ofensivo,N.E.,5,0,3,esquerdo,Gil Vicente FC,Liga Portugal Bwin,2000000
234,Matheus Bueno,23,1.78,Brasil,Médio Ofensivo,N.E.,,,2,,Gil Vicente FC,Liga Portugal Bwin,500000
235,Murilo de Souza,27,1.76,Brasil,Extremo Direito,Proeleven S.A.,,,2,esquerdo,Gil Vicente FC,Liga Portugal Bwin,600000
236,Bilel Aouacheria,28,1.82,França,Extremo Direito,N.E.,,,1,,Gil Vicente FC,Liga Portugal Bwin,400000
237,Boubacar Hanne,23,,Portugal,Extremo Direito,N.E.,,,1,,Gil Vicente FC,Liga Portugal Bwin,250000
238,Fran Navarro,24,1.79,Espanha,Ponta de Lança,N.E.,6,1,2,direito,Gil Vicente FC,Liga Portugal Bwin,3000000
239,Ali Alipour,26,1.81,Irão,Ponta de Lança,N.E.,2,0,2,,Gil Vicente FC,Liga Portugal Bwin,1500000
240,Élder Santana,29,1.86,Brasil,Ponta de Lança,N.E.,,,1,direito,Gil Vicente FC,Liga Portugal Bwin,300000
241,André Liberal,19,1.81,Portugal,Ponta de Lança,N.E.,,,2,direito,Gil Vicente FC,Liga Portugal Bwin,100000
242,Daniel Figueira,23,1.89,Portugal,Guarda-Redes,N.E.,1,0,2,direito,GD Estoril Praia,Liga Portugal Bwin,1000000
243,Thiago Silva,26,1.85,Brasil,Guarda-Redes,N.E.,2,0,1,direito,GD Estoril Praia,Liga Portugal Bwin,300000
244,Bernardo Vital,21,1.87,Portugal,Defesa Central,ICM Stellar Sports,0,0,3,direito,GD Estoril Praia,Liga Portugal Bwin,500000
245,Lucas Áfrico,27,1.88,Brasil,Defesa Central,N.E.,,,1,esquerdo,GD Estoril Praia,Liga Portugal Bwin,500000
246,Pedro Álvaro,22,1.86,Portugal,Defesa Central,N.E.,4,0,1,direito,GD Estoril Praia,Liga Portugal Bwin,300000
247,Simão Júnior,23,1.9,Guiné Bissau,Defesa Central,N.E.,2,0,2,direito,GD Estoril Praia,Liga Portugal Bwin,100000
248,Racine Coly,26,1.85,Senegal,Lateral Esquerdo,N.E.,4,0,2,esquerdo,GD Estoril Praia,Liga Portugal Bwin,500000
249,Joãozinho,33,1.85,Portugal,Lateral Esquerdo,N.E.,,,0,esquerdo,GD Estoril Praia,Liga Portugal Bwin,200000
250,Gonçalo Esteves,18,1.71,Portugal,Lateral Direito,N.E.,4,0,1,direito,GD Estoril Praia,Liga Portugal Bwin,3000000
251,Carles Soria,25,1.7,Espanha,Lateral Direito,N.E.,,,1,direito,GD Estoril Praia,Liga Portugal Bwin,800000
252,David Bruno,30,1.75,Portugal,Lateral Direito,Proeleven S.A.,4,0,0,direito,GD Estoril Praia,Liga Portugal Bwin,500000
253,Loreintz Rosier,23,1.9,França,Médio Defensivo,N.E.,,,1,direito,GD Estoril Praia,Liga Portugal Bwin,800000
254,João Gamboa,25,1.87,Portugal,Médio Defensivo,N.E.,1,0,0,direito,GD Estoril Praia,Liga Portugal Bwin,650000
255,Titouan Thomas,20,1.83,França,Médio Centro,N.E.,2,0,3,direito,GD Estoril Praia,Liga Portugal Bwin,200000
256,André Franco,24,1.77,Portugal,Médio Ofensivo,Promoesport,,,2,esquerdo,GD Estoril Praia,Liga Portugal Bwin,3500000
257,Chico Geraldes,27,1.75,Portugal,Médio Ofensivo,N.E.,2,0,1,,GD Estoril Praia,Liga Portugal Bwin,800000
258,Arthur Gomes,24,1.74,Brasil,Extremo Esquerdo,N.E.,0,0,2,direito,GD Estoril Praia,Liga Portugal Bwin,1500000
259,Rodrigo Martins,23,1.77,Portugal,Extremo Esquerdo,N.E.,,,4,direito,GD Estoril Praia,Liga Portugal Bwin,550000
260,Tiago Araújo,21,1.84,Portugal,Extremo Esquerdo,MRP.POSITIONUMBER,2,0,3,esquerdo,GD Estoril Praia,Liga Portugal Bwin,450000
261,Elias Achouri,23,1.77,Tunísia,Extremo Direito,N.E.,2,0,1,direito,GD Estoril Praia,Liga Portugal Bwin,300000
262,João Carlos,27,1.87,Brasil,Ponta de Lança,N.E.,,,2,direito,GD Estoril Praia,Liga Portugal Bwin,650000
263,Leonardo Ruiz,26,1.87,Colômbia,Ponta de Lança,N.E.,,,2,direito,GD Estoril Praia,Liga Portugal Bwin,500000
264,André Clóvis,24,1.86,Brasil,Ponta de Lança,TFM Agency,,,1,direito,GD Estoril Praia,Liga Portugal Bwin,300000
265,Gilson Tavares,20,1.77,Cabo Verde,Ponta de Lança,N.E.,7,3,2,direito,GD Estoril Praia,Liga Portugal Bwin,150000
266,Samuel,28,1.88,Brasil,Guarda-Redes,N.E.,,,3,direito,Portimonense SC,Liga Portugal Bwin,1500000
267,Payam Niazmand,27,1.94,Irão,Guarda-Redes,Reza Sport ...,1,0,2,direito,Portimonense SC,Liga Portugal Bwin,500000
268,Kosuke Nakamura,27,1.85,Japão,Guarda-Redes,N.E.,6,0,1,direito,Portimonense SC,Liga Portugal Bwin,350000
269,Leonardo,29,1.92,Brasil,Guarda-Redes,N.E.,,,,direito,Portimonense SC,Liga Portugal Bwin,250000
270,Willyan Rocha,27,1.93,Brasil,Defesa Central,Sferico Sports ...,,,1,direito,Portimonense SC,Liga Portugal Bwin,1500000
271,Pedrão,25,1.94,Brasil,Defesa Central,TFM Agency,,,5,direito,Portimonense SC,Liga Portugal Bwin,1500000
272,Filipe Relvas,22,1.92,Portugal,Defesa Central,N.E.,,,4,esquerdo,Portimonense SC,Liga Portugal Bwin,600000
273,Moustapha Seck,26,1.76,Senegal,Lateral Esquerdo,Sferico Sports ...,,,3,esquerdo,Portimonense SC,Liga Portugal Bwin,450000
274,Achraf Lazaar,30,1.84,Marrocos,Lateral Esquerdo,N.E.,19,0,1,esquerdo,Portimonense SC,Liga Portugal Bwin,300000
275,Sana Gomes,19,1.74,Guiné Bissau,Lateral Esquerdo,N.E.,,,0,esquerdo,Portimonense SC,Liga Portugal Bwin,300000
276,Henrique,27,1.79,Brasil,Lateral Esquerdo,N.E.,,,0,esquerdo,Portimonense SC,Liga Portugal Bwin,150000
277,Gonçalo Costa,22,1.79,Portugal,Lateral Esquerdo,N.E.,9,1,3,esquerdo,Portimonense SC,Liga Portugal Bwin,0
278,Fahd Moufi,26,1.77,Marrocos,Lateral Direito,N.E.,1,0,1,direito,Portimonense SC,Liga Portugal Bwin,1500000
279,Zié Ouattara,22,1.77,Costa do Marfim,Lateral Direito,N.E.,2,0,3,direito,Portimonense SC,Liga Portugal Bwin,300000
280,Pedro Sá,28,1.77,Portugal,Médio Defensivo,N.E.,,,1,direito,Portimonense SC,Liga Portugal Bwin,700000
281,Giannelli Imbula,29,1.86,RD do Congo,Médio Defensivo,N.E.,2,0,0,esquerdo,Portimonense SC,Liga Portugal Bwin,600000
282,Henrique Jocú,20,1.77,Portugal,Médio Defensivo,N.E.,5,0,2,direito,Portimonense SC,Liga Portugal Bwin,350000
283,Ewerton,29,1.81,Brasil,Médio Centro,N.E.,,,2,direito,Portimonense SC,Liga Portugal Bwin,800000
284,Carlinhos,28,1.79,Brasil,Médio Ofensivo,TFM Agency,,,1,direito,Portimonense SC,Liga Portugal Bwin,1200000
285,Luquinha,21,1.67,Brasil,Médio Ofensivo,N.E.,,,2,direito,Portimonense SC,Liga Portugal Bwin,700000
286,Anderson Oliveira,23,1.69,Brasil,Médio Ofensivo,N.E.,,,1,direito,Portimonense SC,Liga Portugal Bwin,500000
287,Rui Gomes,24,1.75,Portugal,Avançado,N.E.,1,1,3,esquerdo,Portimonense SC,Liga Portugal Bwin,175000
288,Shuhei Kawasaki,21,1.68,Japão,Extremo Esquerdo,N.E.,,,4,direito,Portimonense SC,Liga Portugal Bwin,300000
289,Sapara,27,1.75,Nigéria,Extremo Esquerdo,Sferico Sports ...,,,3,direito,Portimonense SC,Liga Portugal Bwin,300000
290,Welinton Junior,29,1.75,Brasil,Extremo Direito,Marcio Bittencourt ...,,,,direito,Portimonense SC,Liga Portugal Bwin,800000
291,Yong-hak Kim,19,1.72,Coreia do Sul,Extremo Direito,N.E.,0,0,1,esquerdo,Portimonense SC,Liga Portugal Bwin,25000
292,Wilinton Aponzá,22,1.93,Colômbia,Ponta de Lança,N.E.,,,3,direito,Portimonense SC,Liga Portugal Bwin,500000
293,Fabrício,32,1.83,Brasil,Ponta de Lança,N.E.,,,2,direito,Portimonense SC,Liga Portugal Bwin,400000
294,Ricardo Matos,22,1.81,Portugal,Ponta de Lança,N.E.,,,3,direito,Portimonense SC,Liga Portugal Bwin,300000
295,João Veras,21,1.82,Brasil,Ponta de Lança,Promoesport,,,2,direito,Portimonense SC,Liga Portugal Bwin,300000
296,Yago Cariello,22,1.85,Brasil,Ponta de Lança,N.E.,,,3,esquerdo,Portimonense SC,Liga Portugal Bwin,0
297,Pedro Silva,25,1.89,Portugal,Guarda-Redes,N.E.,0,0,2,direito,FC Vizela,Liga Portugal Bwin,400000
298,Fabijan Buntic,25,1.94,Croácia,Guarda-Redes,N.E.,6,0,3,esquerdo,FC Vizela,Liga Portugal Bwin,250000
299,Bruno Wilson,25,1.92,Portugal,Defesa Central,N.E.,3,0,2,direito,FC Vizela,Liga Portugal Bwin,900000
300,Ivanildo Fernandes,26,1.94,Portugal,Defesa Central,N.E.,1,0,2,esquerdo,FC Vizela,Liga Portugal Bwin,900000
301,Anderson,27,1.86,Brasil,Defesa Central,N.E.,,,2,direito,FC Vizela,Liga Portugal Bwin,800000
302,Mohamed Aidara,25,1.88,Costa do Marfim,Defesa Central,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,400000
303,Marcelo,23,1.84,Brasil,Defesa Central,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,125000
304,Kiki,27,1.83,Portugal,Lateral Esquerdo,N.E.,1,0,1,esquerdo,FC Vizela,Liga Portugal Bwin,500000
305,Matheus Pereira,21,1.72,Brasil,Lateral Esquerdo,N.E.,,,2,esquerdo,FC Vizela,Liga Portugal Bwin,400000
306,Koffi Kouao,24,1.73,Costa do Marfim,Lateral Direito,N.E.,0,0,1,direito,FC Vizela,Liga Portugal Bwin,1500000
307,Igor Julião,27,1.75,Brasil,Lateral Direito,N.E.,3,0,1,direito,FC Vizela,Liga Portugal Bwin,600000
308,Claudemir,34,1.85,Brasil,Médio Defensivo,N.E.,,,0,direito,FC Vizela,Liga Portugal Bwin,300000
309,Osama Rashid,30,1.78,Iraque,Médio Centro,N.E.,22,1,1,direito,FC Vizela,Liga Portugal Bwin,1500000
310,Diego Rosa,19,1.85,Brasil,Médio Centro,N.E.,0,0,1,direito,FC Vizela,Liga Portugal Bwin,500000
311,Raphael Guzzo,27,1.78,Portugal,Médio Centro,Proeleven S.A.,3,0,1,direito,FC Vizela,Liga Portugal Bwin,300000
312,Tomás Silva,22,1.72,Portugal,Médio Centro,Gestifute,1,0,2,direito,FC Vizela,Liga Portugal Bwin,175000
313,Samu Silva,26,1.7,Portugal,Médio Ofensivo,N.E.,3,0,2,esquerdo,FC Vizela,Liga Portugal Bwin,900000
314,Alex Méndez,21,1.78,Estados Unidos,Médio Ofensivo,N.E.,4,0,2,esquerdo,FC Vizela,Liga Portugal Bwin,500000
315,Artyon Ramaj,18,1.63,Albânia,Médio Ofensivo,FairSport,2,0,,esquerdo,FC Vizela,Liga Portugal Bwin,0
316,Kiko Bondoso,26,1.71,Portugal,Extremo Esquerdo,N.E.,,,2,direito,FC Vizela,Liga Portugal Bwin,1000000
317,Andrés Sarmiento,24,1.7,Colômbia,Extremo Esquerdo,N.E.,,,3,,FC Vizela,Liga Portugal Bwin,600000
318,Francis Cann,24,1.75,Gana,Extremo Esquerdo,N.E.,,,1,esquerdo,FC Vizela,Liga Portugal Bwin,250000
319,Nuno Moreira,23,1.75,Portugal,Extremo Direito,N.E.,,,2,direito,FC Vizela,Liga Portugal Bwin,500000
320,Kévin Zohi,25,1.8,Mali,Ponta de Lança,N.E.,1,0,2,direito,FC Vizela,Liga Portugal Bwin,800000
321,Etim,20,1.86,Nigéria,Ponta de Lança,N.E.,,,3,direito,FC Vizela,Liga Portugal Bwin,250000
322,Cassiano,33,1.84,Brasil,Ponta de Lança,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,200000
323,Didi,23,1.84,Portugal,Ponta de Lança,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,0
324,André Ferreira,26,1.93,Portugal,Guarda-Redes,N.E.,0,0,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,900000
325,Jordi,28,1.92,Brasil,Guarda-Redes,N.E.,0,0,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,800000
326,Jeimes,21,1.88,Brasil,Guarda-Redes,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,200000
327,José Oliveira,20,1.86,Portugal,Guarda-Redes,N.E.,3,0,0,direito,FC Paços de Ferreira,Liga Portugal Bwin,0
328,Nuno Lima,21,1.84,Portugal,Defesa Central,Lorenz Consulting,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,300000
329,Marco Baixinho,32,1.87,Portugal,Defesa Central,N.E.,,,0,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
330,Pedro Ganchas,22,1.9,Portugal,Defesa Central,Proeleven S.A.,1,0,3,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,400000
331,Flávio Ramos,28,1.91,Brasil,Defesa Central,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
332,João Vigário,26,1.8,Portugal,Lateral Esquerdo,N.E.,6,2,1,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,400000
333,Vitorino Antunes,35,1.75,Portugal,Lateral Esquerdo,N.E.,13,1,1,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,300000
334,Luís Bastos,20,1.75,Portugal,Lateral Esquerdo,N.E.,,,3,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,200000
335,David Sualehe,25,1.83,Portugal,Lateral Esquerdo,N.E.,2,0,1,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,175000
336,Simão Rocha,21,1.86,Portugal,Lateral Esquerdo,N.E.,,,2,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,100000
337,Fernando Fonseca,25,1.83,Portugal,Lateral Direito,MRP.POSITIONUMBER,12,0,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,900000
338,Jorge Silva,26,1.83,Portugal,Lateral Direito,N.E.,2,0,0,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
339,Mohamed Diaby,25,1.88,França,Médio Defensivo,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
340,Jordan Holsgrove,22,1.8,Escócia,Médio Centro,ICM Stellar Sports,5,0,3,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,500000
341,Abbas Ibrahim,24,1.71,Nigéria,Médio Centro,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,200000
342,Luíz Carlos,37,1.75,Brasil,Médio Centro,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,100000
343,Matchoi Djaló,19,1.75,Portugal,Médio Ofensivo,N.E.,9,3,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,2000000
344,Nicolás Gaitán,34,1.74,Argentina,Médio Ofensivo,N.E.,19,2,0,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,500000
345,Lucas Silva,24,1.76,Brasil,Extremo Esquerdo,Marcio Bittencourt ...,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,600000
346,Nigel Thomas,21,1.77,Curacao,Extremo Esquerdo,N.E.,0,0,3,direito,FC Paços de Ferreira,Liga Portugal Bwin,300000
347,Juan Delgado,29,1.76,Chile,Extremo Direito,N.E.,5,1,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,1000000
348,Hélder Ferreira,25,1.79,Portugal,Extremo Direito,N.E.,5,2,0,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,750000
349,Uilton,29,1.75,Brasil,Extremo Direito,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,600000
350,Denílson,26,1.88,Brasil,Ponta de Lança,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,1000000
351,Dor Jan,27,1.78,Israel,Ponta de Lança,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
352,Pedro Martelo,22,1.9,Portugal,Ponta de Lança,N.E.,12,7,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,300000
353,Ricardo Silva,23,1.89,Portugal,Guarda-Redes,N.E.,3,0,3,direito,CD Santa Clara,Liga Portugal Bwin,400000
354,Ricardo Fernandes,27,1.93,Portugal,Guarda-Redes,N.E.,,,2,direito,CD Santa Clara,Liga Portugal Bwin,300000
355,Marco Pereira,34,1.84,Portugal,Guarda-Redes,N.E.,1,0,2,direito,CD Santa Clara,Liga Portugal Bwin,200000
356,Rodolfo Cardoso,24,1.85,Portugal,Guarda-Redes,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,100000
357,Kennedy Boateng,25,1.91,Togo,Defesa Central,N.E.,4,0,1,direito,CD Santa Clara,Liga Portugal Bwin,800000
358,Cristian Tassano,25,1.85,Uruguai,Defesa Central,N.E.,4,0,1,direito,CD Santa Clara,Liga Portugal Bwin,500000
359,João Afonso,32,1.88,Portugal,Defesa Central,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,300000
360,Xavi Quintillà,25,1.77,Espanha,Lateral Esquerdo,N.E.,4,0,2,esquerdo,CD Santa Clara,Liga Portugal Bwin,2000000
361,Mansur,29,1.81,Brasil,Lateral Esquerdo,N.E.,4,0,1,esquerdo,CD Santa Clara,Liga Portugal Bwin,700000
362,Paulo Henrique,25,1.82,Portugal,Lateral Esquerdo,N.E.,0,0,2,direito,CD Santa Clara,Liga Portugal Bwin,400000
363,Tomás Domingos,23,1.75,Portugal,Lateral Direito,N.E.,0,0,3,direito,CD Santa Clara,Liga Portugal Bwin,500000
364,Pierre Sagna,31,1.83,Senegal,Lateral Direito,N.E.,,,2,direito,CD Santa Clara,Liga Portugal Bwin,250000
365,Anderson Carvalho,32,1.74,Brasil,Médio Defensivo,Marcio Bittencourt ...,,,1,direito,CD Santa Clara,Liga Portugal Bwin,500000
366,Júlio Romão,24,1.83,Brasil,Médio Defensivo,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,200000
367,Martim Maia,24,1.75,Portugal,Médio Defensivo,N.E.,,,3,direito,CD Santa Clara,Liga Portugal Bwin,100000
368,Patrick,23,1.75,Brasil,Médio Ofensivo,UJ Football Talent,,,2,esquerdo,CD Santa Clara,Liga Portugal Bwin,700000
